LSTM-EMD,CHM-LSTM-EMD-Freq,CHM-LSTM-DWT,CHM-ESN-DWT,CHM-LSTM-EMD,CHM-ESN-EMD,CHM-ESN-EMD-Freq,LSTM-DWT,ESN-EMD-Freq
11.638798,11.070108,11.594995,13.16796,12.70236,12.6479,12.134158,12.736681,11.208593
11.815383,11.763,11.507089,12.772242,12.611441,12.777606,11.2371645,12.391862,11.322693
11.437865,11.933373,11.608567,12.753631,12.592326,12.775581,11.378762,12.610732,11.569922
11.630958,12.175575,11.588343,12.740763,12.417982,12.646334,10.558327,12.341328,11.726542
11.761639,11.654858,11.492338,12.901114,12.305566,12.454999,11.313675,12.597432,12.209451
11.874366,11.629048,11.497515,12.87974,12.296894,12.535529,10.762435,12.259549,12.462067
12.191072,11.592896,11.524887,12.899485,12.289177,12.604945,11.405438,12.359033,12.270463
12.504997,11.272378,11.669109,13.070769,12.338656,12.609395,7.3425217,12.481033,12.31265
12.415403,11.645488,11.894697,13.297322,12.401831,12.607571,10.490232,12.724489,12.13846
12.654754,11.239223,12.095824,13.332676,12.635465,12.576211,6.74747,12.728636,12.122783
12.520027,10.968134,12.288227,13.2405615,12.685534,12.789584,11.021619,12.78626,12.17307
12.453253,11.306147,12.255721,13.264894,12.688933,12.872528,10.212712,12.77213,12.055537
12.846168,11.276279,12.156375,13.061057,12.61993,12.946112,9.945064,12.473928,12.070738
12.812984,11.797605,12.161065,12.995842,12.584841,12.976468,9.285751,12.593948,12.138165
12.733327,11.499696,12.281485,13.284253,12.559591,12.957985,12.474644,12.937263,12.150639
12.645251,11.421163,12.220658,13.432992,12.272642,12.74391,7.770397,13.263385,12.479413
12.132427,11.464015,12.214412,13.721979,12.234358,12.513357,7.077873,13.617397,12.383678
12.0066185,11.239889,12.475853,13.96764,12.2371435,12.449729,10.392622,13.484253,12.53321
12.795853,12.024161,12.683424,13.987245,12.090711,12.376627,12.020657,13.54936,12.602094
12.576319,12.261507,12.569996,13.834463,11.959561,12.351008,10.407177,13.261637,12.628885
11.768567,12.014916,12.447883,13.325305,12.029686,12.420436,9.417223,12.424771,12.14078
11.385312,11.020418,12.296438,12.907724,11.947553,12.421883,7.58411,12.475061,12.002725
11.432234,11.719461,12.157264,12.609925,11.72714,12.54627,11.5859995,13.030333,12.269059
11.316406,11.840772,12.204911,12.2418585,11.61218,12.842902,9.619236,12.882808,12.321249
11.779373,11.313536,12.378481,11.892969,11.566529,12.971053,10.583413,13.129421,12.316427
11.706652,11.647203,12.547716,11.720869,11.576036,13.0933485,9.227614,13.125364,12.620548
11.885844,11.57253,12.577479,11.621835,11.590976,13.388642,11.245976,12.572218,12.776559
12.349557,11.857894,12.468856,11.228917,11.517805,13.58261,10.536768,12.529686,12.539317
12.433361,11.813907,12.403578,11.202743,11.541392,13.810162,8.172723,13.10385,12.37786
12.533237,12.128954,12.531456,11.404793,11.598107,13.858069,11.355438,12.976628,11.991269
12.170232,12.12393,12.656623,11.340582,11.646074,13.698266,9.6184845,12.571809,12.4680195
12.231942,11.801985,12.635584,11.3264475,11.667839,13.672505,9.124438,12.893903,12.249301
11.846393,11.674769,12.624741,11.527279,11.680606,13.577601,9.1002865,13.006319,12.013534
12.197608,12.753844,12.600975,11.345671,11.746925,13.484194,10.017338,13.5849495,12.746945
12.361338,11.556725,12.538515,11.3411,11.777372,13.397776,8.740452,13.764286,12.832183
12.172716,11.68043,12.688329,11.427677,11.841328,13.236873,8.083547,13.4916115,12.532144
12.033811,11.900334,12.982552,11.546395,11.937737,13.245169,7.6467195,13.487985,12.423053
11.565503,12.282212,12.95742,11.819149,11.9771185,13.1244755,12.891558,13.447125,12.534935
12.311372,11.721677,12.855718,12.088412,12.037964,13.04632,9.709215,13.381854,12.860453
12.053602,11.813798,12.676471,12.117378,11.979842,13.018886,12.574543,13.575112,12.82896
12.063621,11.812367,12.641972,12.461488,11.954128,12.9829,7.3818593,13.161152,12.939043
12.350009,11.718476,12.412814,12.5999975,11.864323,13.15857,10.3321705,12.783477,12.725178
12.610816,11.616347,12.443563,12.666963,11.936306,13.291167,12.842876,12.289804,12.5491495
12.478,11.50205,12.740696,13.121823,12.064267,13.410403,8.419517,12.401187,12.819855
12.66351,11.9355,13.002967,13.356844,12.064475,13.450137,11.224705,12.58624,12.467158
12.137707,11.049486,12.817092,13.213763,12.095342,13.454663,8.581035,12.212279,12.85867
12.7227,11.606411,12.525339,13.036707,12.288297,13.6066065,9.828239,12.560392,12.8888645
