CHM-LSTM-EMD-Freq,LSTM-EMD,CHM-LSTM-DWT,CHM-ESN-DWT,CHM-LSTM-EMD,CHM-ESN-EMD,CHM-ESN-EMD-Freq,LSTM-DWT,ESN-EMD-Freq,LSTM-EMD-Freq
19.162355,19.148922,18.322182,18.458357,18.80342,18.844624,12.593387,18.543566,18.127628,18.94621

16.05047,19.176588,18.375746,18.5618,18.748795,18.839094,9.027078,18.13608,17.3309,19.13726

14.312069,19.488922,18.243368,18.513384,18.591665,18.935925,9.524791,18.233671,17.306566,19.25186

14.081727,19.385487,18.013786,18.256027,18.506748,18.950935,11.68281,18.05013,17.429916,19.178274

14.425531,19.277908,17.948767,18.104511,18.569572,19.006577,10.881149,17.899488,17.089975,18.990059

15.905491,19.239733,18.318544,18.578718,18.736904,18.958565,10.153723,18.161608,17.256254,18.996964

18.810963,19.741907,18.6503,18.95258,18.896679,18.8486,10.653306,18.26653,17.129066,19.186756

16.751963,19.628578,18.559454,19.005964,18.987957,18.82583,12.030845,18.320707,17.693417,19.383633

15.844063,20.026028,18.441092,18.93199,19.03596,18.840137,13.668971,18.695404,18.144533,19.431143

17.309683,19.630804,18.656631,18.990234,19.141775,18.94731,9.152449,18.511532,17.972925,19.338964

14.590044,19.697474,18.382448,18.795948,19.18843,19.146235,12.454074,18.668867,17.83931,19.483028

17.66901,19.468927,18.77176,19.228483,19.291306,19.285,14.4295225,18.544426,17.611418,19.476824

14.274118,19.852463,19.017412,19.39124,19.524445,19.434093,11.319441,19.003944,18.38717,19.69991

14.969446,20.176666,18.914852,19.443222,19.67584,19.569675,16.230762,19.226255,18.418873,19.911755

14.503437,20.111595,18.884491,19.414738,19.74575,19.6247,16.56508,19.407234,18.373726,19.943703

15.206331,20.062155,19.056408,19.45788,19.74757,19.760553,12.641049,19.465857,18.411922,19.96009

15.95896,20.139969,19.14295,19.593576,19.720098,19.886185,13.648024,19.122465,18.067036,20.023859

14.944196,20.37352,19.126402,19.71586,19.71212,19.88635,13.836494,19.119785,18.23424,20.053614

14.497668,20.244293,18.889902,19.55407,19.739912,19.940634,17.257772,19.08643,18.530045,19.993267

17.209816,20.086704,19.066765,19.705185,19.842892,19.922749,17.19654,18.993242,18.574547,19.864033

16.695078,20.184616,19.074768,19.726088,19.961891,19.961115,16.418993,19.12504,18.248127,19.931019

14.264542,19.941854,19.083275,19.824354,20.1361,20.07484,17.418928,19.584276,18.025162,19.890924

16.980549,20.358845,19.425295,20.087692,20.24669,20.204441,13.661079,19.527306,18.371044,19.859741

14.04133,20.867298,19.500114,20.20059,20.36962,20.428282,11.76837,19.6665,18.543884,20.059685

14.400798,20.921452,19.653568,20.318853,20.49331,20.516157,10.830577,19.962004,18.698038,20.125057

17.349709,20.741543,19.83202,20.392376,20.716839,20.57765,9.471077,19.91624,18.75042,20.123993

13.232568,20.399874,19.980793,20.506077,20.72284,20.692,4.1220627,19.832981,19.021776,20.253836

15.106495,21.068686,19.998648,20.508463,20.706205,20.845894,13.997675,20.171309,18.912357,20.268553

12.281545,20.969034,19.773499,20.446875,20.735117,20.88963,8.204686,20.265474,19.335897,20.2643

15.2832155,21.021555,20.150745,20.70819,20.798756,20.865416,13.430874,20.19428,19.01453,20.193151

16.585695,21.213097,20.32435,20.78165,20.904764,20.947744,11.9073305,20.123835,19.291843,20.286587

13.392691,21.086811,20.323448,20.84792,21.007343,21.068016,12.038785,20.510172,19.566236,20.3273

15.217538,21.210835,20.13134,20.663992,20.98362,20.991484,13.35349,20.917593,19.860128,20.385195

16.190617,21.24178,20.112404,20.548721,20.951725,20.939835,14.64817,20.391205,19.617441,20.271496

15.366237,21.354923,20.044052,20.56534,20.865719,20.910044,13.69881,20.46142,19.476862,20.209637

15.848211,21.484549,20.084799,20.639578,20.793562,20.847376,14.599623,20.251005,19.43709,20.143917

16.507633,21.442562,20.237888,20.667593,20.822083,20.939817,14.253497,20.025635,19.072206,20.003298

14.9548855,20.722084,20.191202,20.565662,20.816545,20.985748,12.688047,20.35834,19.368822,20.162977

17.087822,21.391262,20.139992,20.449598,20.837257,21.004375,11.947393,20.636621,19.309505,20.191206

14.77509,21.29044,20.27268,20.755358,20.84601,21.122316,15.009782,20.500591,18.737272,20.28197

18.746042,21.267603,20.244068,20.689362,20.981226,21.03784,14.7744875,20.791985,18.443468,20.473309

14.552303,22.279224,20.614424,21.005232,21.29057,21.164354,15.167234,20.922132,18.732796,20.527578

14.522952,22.556416,20.92053,21.202305,21.50416,21.421307,10.6156025,20.849327,19.11855,20.764181

14.785833,22.436007,21.0362,21.149767,21.585995,21.494982,16.753174,21.439034,19.755604,20.794273

13.683771,21.832438,20.748096,20.953009,21.46674,21.390734,11.656683,21.544298,19.621096,20.903873

16.70886,21.515078,20.695171,20.914345,21.377953,21.3711,12.642513,21.159008,19.466858,20.813961

18.136494,21.246115,20.779213,20.872198,21.325562,21.403376,12.558983,21.240189,19.140419,20.707064

15.557248,21.964056,20.696636,20.869654,21.291542,21.497904,16.59533,21.178347,19.119463,20.814732

18.374239,22.114868,20.837837,20.9853,21.37364,21.588049,13.800285,21.286196,19.326643,20.857256

20.737259,22.284369,20.93965,20.976744,21.512224,21.618711,14.948877,21.487995,19.541471,20.857742

16.93455,22.257664,20.8777,21.05614,21.554592,21.628689,14.596733,21.555838,19.612225,20.912975

17.424883,21.73399,20.820055,21.059607,21.460726,21.554134,12.763135,21.493038,19.5227,20.83549

15.754708,21.705978,20.72809,21.018303,21.34853,21.494986,10.561058,21.201223,19.358425,20.740114

16.242128,21.585752,20.634716,21.199457,21.306011,21.560112,13.437866,21.15675,19.411257,20.749388

17.91829,21.894909,20.664335,21.28779,21.305101,21.59266,10.604185,21.003498,19.475174,20.691694

15.975527,21.928251,20.422962,20.981335,21.321451,21.574938,5.7782607,20.995575,19.879017,20.738491

19.413906,22.167847,20.362383,20.942663,21.4709,21.523924,11.510171,20.867956,19.492298,20.685173

15.428396,22.095072,20.631912,21.230446,21.610357,21.645554,12.41854,20.569311,19.71039,20.689823

15.759221,22.333118,20.86059,21.1624,21.706137,21.738504,10.040387,20.525934,19.262472,20.867746

17.078892,22.707005,20.948374,21.083578,21.65961,21.707905,10.503148,20.63639,19.68665,20.970003

14.004062,23.345741,20.647655,20.85337,21.553337,21.402693,7.963659,21.331125,20.729963,20.958206

14.717151,22.218699,20.199692,20.419813,21.189472,20.939468,14.451145,21.109598,19.791569,20.85498

15.956395,21.365269,19.511196,20.04512,20.87519,20.771826,13.287091,20.3828,18.93085,20.801897

16.151415,20.936625,19.64248,20.019108,20.796875,20.652895,11.139394,20.90963,18.67221,20.745628

15.744482,21.257135,20.08847,20.273298,20.911402,20.904583,15.269228,20.748875,18.89726,20.771654

15.320917,21.997849,20.012653,20.08692,20.821716,20.629255,14.034803,20.888298,18.817062,20.895357

13.079538,22.40239,19.781422,19.781948,20.74694,20.715965,8.7669325,20.88213,18.548904,20.915571

13.034038,22.039331,20.16472,20.079979,20.810602,20.775116,8.91108,20.472109,18.474087,20.70838

14.02622,22.233166,19.664812,19.657187,20.7126,20.783224,13.400938,20.496948,18.536047,20.894363

15.371305,21.637365,19.832159,19.771538,20.609472,20.646606,15.770708,20.538055,18.05931,20.751013

16.35949,21.78152,19.94153,19.916052,20.691605,20.651255,16.389515,20.550398,18.33587,20.723948

19.158443,21.79593,19.794094,19.645924,20.57807,20.500895,15.865699,20.878918,18.24933,20.82513

18.498585,21.906818,19.820435,19.62681,20.530363,20.327963,14.139415,20.810316,17.619404,20.711031

18.396307,21.627,20.134266,19.92765,20.724005,20.437208,12.620252,20.260225,17.77729,20.682352

15.688031,22.084171,20.288872,20.03561,20.949066,20.35948,11.933596,20.479065,17.65399,20.964352

13.884318,22.44279,20.418842,20.165367,21.140469,20.393236,9.140668,20.52101,17.918385,21.155245

12.842667,21.96959,20.590294,20.27469,21.36585,20.674097,8.144069,21.166607,18.865993,21.27839

16.05571,22.152868,20.492186,20.200333,21.354994,20.5726,10.751981,21.300903,19.190237,21.482254

11.155697,21.610477,20.35995,20.083223,21.20753,20.408936,13.181401,20.795177,18.989882,21.525162

17.630093,21.081396,20.314087,20.016687,21.231174,20.343943,13.441991,20.591364,19.222677,21.406252

16.274466,21.180105,20.193165,19.820127,21.223454,20.192068,12.276819,20.232374,19.062489,21.301231

15.314001,21.378618,20.355951,19.905159,21.319845,20.103144,12.80247,20.261932,19.044193,21.245327

16.234077,21.817606,20.280952,19.854622,21.203945,20.035425,9.038823,20.55948,19.3843,21.357796

14.483617,21.578007,19.92122,19.534178,21.077042,19.88594,8.784383,20.550428,19.14671,21.2015

16.13892,20.646658,19.607752,19.214647,20.812548,19.503288,13.434085,20.247623,19.22694,20.996197

15.531282,20.333778,19.77763,19.26537,20.722761,19.4826,9.84487,20.140636,18.40423,20.79976

16.506933,20.191324,19.746122,19.23208,20.698269,19.33794,9.197566,19.80619,18.063646,20.785421

18.297976,20.661516,19.462786,18.91703,20.442884,19.25629,15.22015,20.27829,18.18232,20.672434

16.756937,20.713877,19.483435,18.97066,20.51343,19.29675,11.813404,20.381813,18.138088,20.518343

20.158474,20.144371,19.9573,19.384623,20.787085,19.379845,9.259503,19.92321,17.568672,20.435463

14.737757,20.515976,20.20614,19.611147,21.0036,19.361677,5.4145284,20.07501,17.529486,20.591091

16.098343,20.30826,20.271683,19.571507,21.161844,19.565802,9.248245,20.368195,17.918558,20.6258

13.3587055,20.519396,20.136501,19.453701,21.17445,19.704351,13.398661,20.377415,18.215742,20.601648

15.559676,20.30984,19.774006,19.069965,20.892939,19.619204,9.222782,20.505976,18.617125,20.505737

15.004964,19.827944,19.907188,19.082825,20.795847,19.62736,13.446885,20.150152,18.409336,20.24994

15.762154,19.889133,19.626923,18.883778,20.61401,19.619804,15.238712,19.90555,18.003428,20.432722

16.420713,20.616438,19.516573,18.810295,20.451885,19.376896,13.111848,19.707157,18.738188,20.49601

14.892638,20.42231,19.648685,18.8649,20.530611,19.422237,15.494344,19.875723,18.858805,20.393389

17.83105,21.160168,19.849684,18.947392,20.615396,19.493542,17.514551,19.716053,19.065859,20.44642

17.018414,21.68713,19.68396,18.93329,20.58866,19.496252,11.363024,20.433683,17.783514,20.587389

15.940302,20.832743,19.602852,19.084356,20.640305,19.696098,13.998015,19.748295,18.543293,20.52853

18.245481,20.744577,19.770674,19.14583,20.68715,19.761614,14.537945,19.550299,19.003424,20.493359

15.992416,20.94715,19.851921,19.23333,20.65855,19.846659,12.299447,20.28373,18.949255,20.557913

16.07207,20.824133,19.812828,19.318113,20.638163,19.855698,13.593601,20.125427,18.946918,20.587337

19.55244,20.935183,19.758526,19.30071,20.666227,19.913507,13.465624,20.217201,19.190674,20.627308

16.613377,20.984495,19.9048,19.34346,20.712128,19.988031,10.031874,20.312162,19.24101,20.615252

17.725498,20.96744,20.220339,19.549524,20.865076,20.125422,15.195291,20.177645,19.427467,20.630156

17.179087,21.274298,20.284523,19.682728,20.947996,20.275846,11.681532,20.318884,19.38791,20.692308

16.64077,21.552465,20.541323,19.924318,21.062595,20.46664,12.315912,20.536404,19.710306,20.81723

14.590183,21.547989,20.57547,19.93155,21.142965,20.706347,9.074142,20.737757,19.857267,20.971766

16.174414,21.68776,20.575382,19.901735,21.216822,20.796095,17.129581,20.773972,20.11608,21.11975

18.377216,21.826885,20.522617,19.880758,21.168385,20.562687,18.40683,21.020777,19.734146,21.245035

16.687542,21.67484,20.540094,20.00202,21.20073,20.752771,17.447105,20.84347,19.830427,21.1998

15.937964,21.916296,20.876719,20.389532,21.325548,20.7575,12.672894,20.811485,19.746193,21.240509

15.489439,22.04093,20.755201,20.403986,21.329762,20.871527,14.739303,21.072514,19.959167,21.467398

13.614799,21.751371,20.777601,20.568455,21.358202,20.859758,18.344707,21.18759,20.055962,21.442608

12.708901,21.98968,20.89488,20.604616,21.495548,21.02408,14.202286,21.30826,20.300951,21.500872

15.09468,21.910002,21.052855,20.803423,21.699888,21.300552,12.293081,21.188707,20.153627,21.625313

15.845237,22.202202,21.13436,21.01108,21.855486,21.424175,11.815171,21.64249,20.429855,21.776882

14.890676,22.19862,21.224615,21.072401,22.025782,21.737864,17.675766,21.5385,20.69522,21.872957

15.490328,22.502796,21.355577,21.300676,22.243803,21.964518,12.900344,21.912487,21.064926,21.959442

17.882952,22.870146,21.496147,21.572155,22.353006,22.283049,13.244601,21.951738,21.327106,22.051449

13.915365,23.30037,22.224373,22.000814,22.810026,22.695402,14.068759,22.272957,21.185572,22.07358

15.329376,23.800434,22.340145,22.23787,23.403135,23.116562,13.774204,22.114227,21.277878,22.403065

15.755128,22.988346,23.108921,22.639626,23.867767,23.481081,9.1851225,22.15817,21.047775,22.461397

13.390857,24.044266,22.810354,22.406456,24.089407,23.656925,14.356131,23.320984,21.957554,22.86158

11.941002,24.038357,22.601458,22.734585,24.149061,23.838318,14.733397,23.149717,22.39546,23.08723

16.165445,24.339304,23.14826,22.9726,24.106907,23.706709,8.25096,22.973429,22.010864,23.27678

17.900389,24.15989,23.436686,23.267284,23.904984,23.662596,10.290005,23.405952,21.913355,23.496359

15.1369295,24.895395,23.174181,23.06636,23.698153,23.798368,13.527081,23.544886,21.66732,23.733152

15.734005,24.97487,22.707167,22.654408,23.539593,23.691792,12.681278,23.259655,22.103994,23.67674

13.402383,24.522045,22.983324,22.736168,23.435778,23.705896,13.523719,23.53775,22.111902,23.451273

14.189627,24.079592,22.696894,22.566587,23.25855,23.715582,13.124769,23.460468,22.468416,23.712921

13.838996,24.810339,22.75121,22.800041,23.256704,23.68195,16.397047,24.32794,21.579502,23.70146

15.553534,24.874983,22.738672,22.799229,23.342121,23.744804,12.725556,23.554705,21.42403,23.732595

15.835758,24.727783,22.551691,22.602629,23.468197,23.681978,15.32283,23.782187,20.970633,23.709452

15.652068,24.889273,22.452965,22.574865,23.654892,23.89065,16.165026,23.467709,20.781487,23.771675

17.433426,24.787638,23.152136,22.995535,24.036312,24.297924,10.08687,22.9947,20.82525,23.72437

15.618664,25.361969,23.687246,23.44166,24.275835,24.40834,10.843817,24.27206,21.483017,23.766584

14.281326,25.171131,23.6846,23.57732,24.493288,24.540558,12.15814,24.11475,21.229467,23.976635

17.20318,25.275387,23.530386,23.540163,24.714998,24.72357,14.312983,23.924324,21.469275,24.005232

14.823318,25.340174,23.946785,23.867367,25.048553,24.811506,15.478363,24.21276,21.949677,23.956175

15.538831,25.718805,24.299686,24.208685,25.249233,24.854017,15.094936,24.405397,21.784452,24.13728

16.835901,26.021437,24.387367,24.25602,25.29632,25.113045,15.29953,24.142937,22.099789,24.40303

17.055834,26.23164,24.35155,24.491133,25.327137,25.226166,12.36923,24.884314,22.548918,24.580856

20.027578,26.170105,24.32105,24.494656,25.290648,25.51925,15.700855,25.092098,23.022535,24.714413

16.790146,26.313683,24.04236,24.167004,24.95445,25.201958,17.832907,25.303112,22.684881,24.873371

15.489186,26.328907,23.672323,23.98313,24.880392,25.202394,16.124674,24.726252,22.379929,24.821875

13.1770115,26.310684,23.730022,24.002798,24.928843,25.20863,14.141433,24.699604,22.50873,24.642002

18.485872,26.507792,24.144342,24.19416,25.173306,25.449394,13.730093,24.373966,22.091082,24.65663

17.099058,26.472248,24.659136,24.646145,25.316483,25.504902,13.122082,24.25477,22.213709,24.822287

18.199778,26.882523,24.662085,24.83288,25.524435,25.658792,14.10259,24.75206,22.446337,25.055696

17.765928,27.034813,24.615755,24.860704,25.631138,25.738005,13.433997,24.853745,22.645018,25.257427

18.150448,27.14273,24.713985,24.638918,25.835562,25.98299,11.457622,24.150688,22.649433,25.295086

19.083647,26.971735,24.954845,24.88578,25.988836,26.090872,14.2306795,24.31444,22.567465,25.277264

17.708635,27.460491,24.97495,24.973526,26.075085,26.294111,11.971215,24.453014,23.133392,25.434544

16.145945,26.627136,24.891594,25.047876,25.950127,26.26876,10.525671,24.524279,22.941349,25.422459

19.479574,26.630337,24.619167,24.898916,25.836023,26.141382,14.947316,24.06429,23.128084,25.2878

16.191895,26.231579,24.611792,24.866646,25.593208,26.123968,12.352159,24.022627,23.146053,25.054028

18.883245,25.710997,24.522692,24.668512,25.566769,26.122696,12.629023,24.252033,23.320374,25.05393

16.543118,25.455772,24.353622,24.521032,25.422604,25.835373,11.223973,24.184319,22.792051,25.04752

17.534126,25.436085,24.296106,24.593817,25.352013,25.813797,11.033609,23.999973,22.423647,24.954914

16.685972,25.556578,24.099403,24.467937,25.312605,25.896467,12.279464,23.952517,22.305658,24.918444

16.279558,25.983574,24.157982,24.613867,25.294159,25.777613,8.583128,23.63896,21.871841,24.893631

18.393143,25.844196,24.560356,24.779175,25.311962,25.637915,11.3505945,23.504538,21.577263,24.800867

14.708407,25.98397,24.460812,24.673166,25.351818,25.729013,12.189239,23.654055,21.211489,24.89698

14.28065,25.580679,24.133865,24.458298,25.325607,25.402905,15.6761055,24.184185,21.655725,25.006296

17.603146,25.494133,24.553051,24.717337,25.599314,25.667019,11.243619,23.234217,21.137474,24.873463

18.082794,25.327637,24.988386,24.981783,25.821833,25.837769,17.650764,23.053108,21.300817,24.75281

18.565771,26.693739,24.791945,25.030579,25.834705,25.81315,16.145056,23.70262,21.560116,24.838608

18.61961,25.94575,24.813353,25.20071,25.9686,25.920746,16.790934,23.306915,21.996048,24.796669

18.794119,26.057352,24.936771,25.078804,26.158047,25.883644,17.714096,23.863224,22.59559,24.78491

18.092262,26.222492,24.755314,24.75168,26.101805,25.735794,14.056565,24.540857,22.31114,24.81209

17.346931,26.009014,24.849962,24.917002,25.990429,25.73994,12.962768,24.322313,22.05859,24.742699

18.292189,26.349981,24.827988,25.042492,25.888708,25.56274,14.3370905,24.206606,22.229544,24.814863

17.841839,26.588913,24.537374,24.528128,26.007446,25.588348,12.607542,24.16206,22.359169,24.91831

18.570112,26.379715,24.651325,24.356537,25.99714,25.472822,12.535937,24.340895,22.166805,24.857876

11.534562,26.845964,24.751001,24.466028,25.966461,25.593147,14.866981,24.245314,22.44878,24.91873

17.687555,26.996609,24.987873,24.450003,25.731747,25.575195,15.165995,24.129856,22.406672,25.020414

16.19899,27.033895,24.496058,23.90985,25.425121,25.29534,16.583504,24.149162,22.681553,25.061142

17.500603,26.611076,23.892796,23.545113,25.293985,25.205538,13.427446,23.983248,22.566505,24.893541

16.925264,25.928402,24.690306,24.212042,25.520838,25.290634,13.324786,23.821342,22.191616,24.639387

18.726046,26.255997,25.249779,24.514051,25.784363,25.277878,14.34801,24.036036,22.234226,24.728832

17.794704,26.64158,24.727814,24.256754,25.805922,25.196972,11.478518,23.991735,22.219353,24.92305

18.880497,26.917303,24.783966,24.351751,25.742699,25.1793,15.974201,24.022533,22.49623,24.837114

20.848963,26.85548,24.498337,24.09308,25.738638,25.307903,16.290335,23.954222,22.436213,24.763428

19.032433,25.956554,24.179657,23.95528,25.620998,25.030241,13.812771,23.881426,22.14235,24.455101

17.548382,26.346777,24.41123,24.275194,25.78979,24.993698,15.001225,23.69066,21.901249,24.298616

15.695,26.234818,24.799984,24.48028,25.946796,25.21924,14.792409,24.114552,22.151888,24.309118

15.402663,26.550058,24.68802,24.249401,26.055075,25.007488,20.491613,23.62409,22.79383,24.426693

20.339111,25.886774,24.581434,24.256025,26.350416,24.986807,9.6569395,23.738472,22.901016,24.406822

18.313625,26.13852,24.726706,24.07133,26.27844,24.790663,5.2110276,24.14579,22.827597,24.332222

18.696507,26.076778,24.139225,23.751238,25.777874,24.552309,11.868527,23.961792,22.435482,24.329681

17.313133,25.52952,24.050776,23.570333,25.372377,24.23447,13.796437,23.610395,22.552677,24.267073

23.639881,24.70902,23.638355,23.116154,25.099047,24.233936,12.065038,23.45122,21.892376,24.066227

19.164373,24.753254,23.547997,23.096062,24.94401,24.219627,13.604569,23.508173,22.08369,23.922594

19.965364,24.949038,23.670494,23.254913,24.816593,24.088707,14.756149,23.411175,21.992477,23.91478

17.850136,24.407986,23.80542,23.490177,24.977198,24.310913,14.612932,22.4171,22.07365,23.745275

18.743303,24.271666,24.360771,23.89445,25.081995,23.898691,11.952412,23.160704,22.237743,23.653482

22.97142,25.032927,24.154585,23.448793,25.08141,23.826986,12.651833,23.56645,22.740665,23.830276

20.759338,24.702955,23.620733,23.144905,24.927235,23.493399,18.477562,23.518084,22.59676,23.748821

18.514112,24.828995,23.47856,23.01011,24.7544,23.499464,10.975828,23.589262,22.71552,23.589073

17.984941,24.488089,23.477055,22.869734,24.636538,23.590199,12.78557,22.82973,22.054611,23.437534

18.760603,24.664543,22.79366,22.361525,24.14712,23.133617,12.256174,22.876278,21.990692,23.473751

20.29511,24.278198,22.720976,22.12277,23.659924,22.858307,13.413285,22.538822,22.007647,23.192137

23.16066,23.782824,22.771702,21.97396,23.618784,22.911688,11.682538,22.07734,21.7855,23.031796

18.38071,23.665482,23.112505,22.02318,23.742336,22.730232,9.835856,21.909063,21.43953,22.918465

20.510794,23.784225,22.84781,21.746935,23.855497,22.673655,14.864004,22.057367,21.507862,23.01604

18.980867,23.26807,22.8835,21.858997,23.785507,22.516165,9.161996,22.322763,21.811163,22.818441

17.069902,23.532759,22.47772,21.707163,23.605963,22.228634,7.1078854,22.104952,21.365997,22.783957

17.038834,23.333422,21.734818,21.29589,23.189653,22.081104,10.861867,22.429308,20.78518,22.803347

17.975817,23.516777,21.85769,21.296553,22.9752,21.858082,15.855809,21.738304,20.497597,22.69437

18.670502,22.653145,22.00672,21.181856,22.981932,21.850246,16.3138,21.796497,20.519438,22.553925

16.48928,23.216312,22.085096,21.11449,23.146196,21.983921,15.445069,22.044552,20.19473,22.496614

18.694004,24.01238,22.566439,21.180532,23.349287,22.010487,13.307159,21.782207,19.614243,22.392344

21.107368,23.50551,22.678963,21.22894,23.365631,21.970531,13.077117,21.89571,20.49263,22.400595

18.76942,24.098763,22.2714,21.071419,23.033163,21.692312,14.879098,22.66864,20.13013,22.576994

19.637846,23.5449,21.954674,20.830948,22.633884,21.475918,14.676105,21.931189,20.244602,22.471548

18.949785,23.306606,21.404823,20.369244,22.33873,21.090755,17.822388,22.081833,19.925749,22.339415

18.1108,22.868929,21.300766,20.300032,22.354542,21.041937,17.231358,21.560059,19.212812,22.109911

17.441961,22.423523,21.08207,20.008152,22.104946,20.798206,14.965559,21.510935,18.895443,21.970583

16.657516,22.624016,20.869432,19.794813,21.778444,20.72372,12.517472,21.318823,19.139423,21.752455

16.146233,22.22984,20.407087,19.620972,21.721596,20.605045,14.771598,20.992517,18.98259,21.58188

17.86957,22.102402,20.069275,19.422909,21.525227,20.513977,14.294499,20.771475,18.694803,21.302578

19.43992,21.376165,20.11496,19.28755,21.381077,20.3019,7.7060537,20.3666,18.265722,20.993351

15.954843,21.229921,19.948364,19.13689,21.486805,20.391022,11.256279,20.020142,17.955109,20.78286

15.703251,20.59978,20.76478,19.647707,21.567322,20.24928,13.46103,20.07679,17.944307,20.555292

14.213764,20.832733,20.491138,19.502392,21.77815,20.375023,16.207174,19.985174,18.180023,20.6866

16.44571,20.977516,20.07166,19.450207,21.7663,20.329878,14.783836,20.886976,18.255697,20.84191

17.358795,21.617983,20.285057,19.522724,21.707273,20.072142,13.388315,20.603321,17.731993,20.995085

15.298879,20.753183,20.175753,19.266336,21.649687,20.086115,11.317101,20.468298,17.49286,21.072021

